i,z,class
21.00197,21.02527,STAR
18.80065,18.64871,STAR
16.20798,15.80659,GALAXY
16.58882,16.49113,STAR
21.53183,16.98948,STAR
18.12341,18.04528,STAR
18.31577,17.78617,STAR
19.53783,19.06688,GALAXY
17.77528,17.71342,GALAXY
20.5768,19.33946,STAR
21.15746,20.78422,STAR
20.56592,20.2375,STAR
18.41636,18.03915,GALAXY
17.79171,17.37826,GALAXY
18.81785,18.3086,GALAXY
17.8168,17.79949,STAR
21.44942,20.88515,QSO
19.69052,19.69324,QSO
20.38291,20.23692,QSO
17.6799,17.19352,QSO
20.84415,20.78807,QSO
18.16107,17.95799,QSO
15.94658,15.76353,GALAXY
16.84286,16.46466,GALAXY
19.94575,19.36863,STAR
19.60482,19.34233,GALAXY
17.70806,17.40042,GALAXY
19.73944,19.35596,GALAXY
19.82277,19.75707,GALAXY
20.21753,19.84202,GALAXY
19.56972,19.18357,GALAXY
20.77304,20.62856,QSO
17.91418,17.8779,STAR
21.01163,21.10116,QSO
14.90976,14.78154,STAR
21.5503,21.36828,GALAXY
19.50401,19.37987,STAR
20.89816,20.686,STAR
16.72455,16.76721,STAR
18.41215,18.09535,GALAXY
18.66409,18.27355,GALAXY
17.96878,17.86507,GALAXY
16.58842,16.31637,STAR
20.12462,19.57386,GALAXY
20.33038,19.64025,GALAXY
18.96291,18.73616,GALAXY
17.25068,16.89769,GALAXY
19.94701,19.52046,GALAXY
20.00922,19.95647,QSO
21.45197,21.91372,GALAXY
20.62258,19.71112,STAR
17.1103,17.00039,STAR
21.34559,20.7684,GALAXY
17.33412,17.07333,GALAXY
20.96759,19.7494,GALAXY
20.16856,20.04488,QSO
19.35148,19.13177,GALAXY
19.45838,18.94447,GALAXY
19.88262,19.30767,GALAXY
18.99579,19.07081,STAR
21.15298,21.68629,STAR
19.1999,18.7525,GALAXY
17.24421,16.99591,GALAXY
20.83443,21.22854,QSO
17.02634,16.82675,STAR
20.34054,19.8806,QSO
18.96617,18.57961,GALAXY
20.65389,19.79495,GALAXY
16.4143,16.07197,GALAXY
21.0571,20.97524,QSO
17.24559,16.86824,GALAXY
15.98991,15.63913,GALAXY
15.18428,14.86334,GALAXY
18.84664,18.30999,GALAXY
19.56188,18.98897,GALAXY
17.67517,17.59748,STAR
20.61205,19.97476,QSO
17.2051,16.89875,GALAXY
18.77034,18.22952,GALAXY
19.71794,19.17578,GALAXY
20.29846,19.96457,GALAXY
19.94458,19.57147,GALAXY
17.4182,17.24051,GALAXY
20.84046,20.75083,GALAXY
17.17045,16.86407,GALAXY
20.16767,19.72327,QSO
20.59067,20.25862,QSO
18.90319,18.60183,STAR
21.19653,20.97997,STAR
17.39388,17.11642,GALAXY
18.51847,18.25894,GALAXY
19.15741,19.0268,STAR
17.19273,16.8807,GALAXY
20.35623,20.40727,STAR
18.77621,17.6137,STAR
20.87366,21.07996,QSO
21.33969,21.45462,GALAXY
20.0788,19.62216,GALAXY
17.99352,17.52658,GALAXY
19.54703,19.03609,GALAXY
19.83412,19.23056,GALAXY
19.38197,18.90029,GALAXY
21.42487,21.54681,STAR
20.88186,21.18943,QSO
17.48729,17.29202,GALAXY
19.30211,19.06907,GALAXY
18.91363,18.91827,STAR
20.49329,20.17227,QSO
20.23113,20.12148,QSO
20.175,19.97709,QSO
17.62674,17.5997,STAR
21.28593,20.79879,QSO
18.30478,17.91827,GALAXY
20.85708,19.71823,GALAXY
19.44706,18.88362,GALAXY
19.08955,18.69979,GALAXY
18.52689,18.16006,GALAXY
21.32019,20.61416,GALAXY
19.07648,18.67011,GALAXY
19.51537,18.87622,GALAXY
21.68281,22.15993,GALAXY
19.56618,19.08564,GALAXY
20.06357,19.43671,GALAXY
19.54977,18.80737,STAR
19.34486,18.99718,GALAXY
19.57121,19.20015,GALAXY
19.59597,19.00282,GALAXY
19.70066,19.70697,QSO
21.92356,21.40089,GALAXY
17.53741,17.19377,GALAXY
19.46821,19.16585,GALAXY
17.06585,16.86476,GALAXY
20.0451,19.45857,GALAXY
14.62391,14.30204,GALAXY
19.39992,19.05203,GALAXY
16.84414,16.48132,GALAXY
16.85666,16.49064,GALAXY
19.59518,19.17343,STAR
15.41574,15.12444,GALAXY
20.95207,20.63955,QSO
21.07641,20.71349,QSO
19.43933,19.44958,STAR
14.84798,14.68994,STAR
20.06667,19.38951,GALAXY
17.96807,17.67051,GALAXY
20.27561,19.78362,GALAXY
20.53277,19.97654,GALAXY
19.27214,18.89495,GALAXY
20.14378,19.70081,GALAXY
19.97476,19.63822,GALAXY
20.86289,20.88518,STAR
19.86234,19.45639,GALAXY
16.11018,15.98779,STAR
18.44998,17.98759,STAR
19.47427,18.80972,GALAXY
18.37676,18.14808,QSO
22.21094,21.78464,QSO
20.39975,20.19638,STAR
21.00085,20.05957,GALAXY
16.89551,16.58741,GALAXY
16.35452,16.18737,STAR
19.19499,18.91877,GALAXY
19.29951,18.95232,GALAXY
19.42302,18.99804,GALAXY
19.88562,19.90217,QSO
15.18435,14.97414,STAR
16.705,16.68211,STAR
18.66275,18.31693,GALAXY
17.11997,16.73752,GALAXY
19.92209,19.49035,GALAXY
19.08146,18.91695,GALAXY
20.84519,20.4742,STAR
20.74108,20.76236,STAR
19.78012,19.37184,GALAXY
16.6431,16.29678,GALAXY
16.12022,15.72868,GALAXY
21.2466,21.18701,QSO
19.05677,19.09895,QSO
20.15831,20.23301,QSO
17.96125,17.50853,GALAXY
20.54681,19.4997,QSO
19.26332,19.02481,GALAXY
17.37764,16.99825,GALAXY
21.22152,21.1679,QSO
21.34087,20.82782,QSO
15.81516,15.74275,STAR
20.56101,20.63451,QSO
19.7219,19.81539,STAR
18.62156,18.16897,GALAXY
21.41608,21.30443,GALAXY
19.20749,18.77207,GALAXY
20.1814,20.16594,STAR
18.66567,18.29251,GALAXY
20.9283,20.40115,STAR
20.46932,20.18122,QSO
17.41307,17.08286,GALAXY
19.37961,19.07621,GALAXY
20.61016,20.6844,STAR
21.64152,20.8334,GALAXY
20.18461,19.61003,GALAXY
19.78922,19.50799,GALAXY
17.02341,16.86786,GALAXY
21.23936,20.71875,QSO
17.81247,17.80122,QSO
20.77337,22.03937,STAR
20.54824,19.61198,GALAXY
19.07591,18.72826,GALAXY
17.90463,17.90808,QSO
20.83202,21.94053,QSO
20.18332,19.64915,GALAXY
15.36594,15.04331,GALAXY
17.24294,16.84064,GALAXY
20.74766,20.48955,QSO
20.91452,21.11111,STAR
20.44801,20.24637,QSO
19.34228,18.68963,GALAXY
21.39774,20.698,GALAXY
19.64122,19.26546,GALAXY
19.24381,18.99858,GALAXY
17.46949,17.21099,GALAXY
19.40801,18.82923,GALAXY
19.96672,19.94576,GALAXY
20.55704,19.52986,QSO
16.02715,15.93656,STAR
21.80358,21.99868,QSO
18.76524,18.26717,STAR
20.93789,21.53821,QSO
20.41781,20.44016,GALAXY
16.25085,15.48789,STAR
15.25457,15.20986,STAR
20.70148,20.58397,GALAXY
21.72284,21.1517,GALAXY
21.55929,21.74636,GALAXY
20.86624,19.84966,STAR
17.30271,16.95852,GALAXY
17.328,17.19811,STAR
17.08328,16.98997,STAR
19.8793,19.76554,QSO
19.47725,19.10296,GALAXY
20.86579,20.81069,STAR
17.35137,17.29662,STAR
19.64471,19.19123,GALAXY
17.24185,17.0148,GALAXY
16.71295,16.38074,GALAXY
15.21478,15.1839,STAR
19.85053,19.48669,GALAXY
16.81628,16.44792,GALAXY
20.05215,19.32052,GALAXY
19.33976,18.80941,GALAXY
19.27364,19.27979,STAR
17.71778,17.34785,GALAXY
16.88242,16.68099,STAR
16.78959,16.47215,GALAXY
15.10089,14.75899,GALAXY
21.20227,20.64425,STAR
15.12082,14.92811,STAR
18.86317,19.09552,STAR
19.471,19.10856,GALAXY
22.29419,22.60883,GALAXY
21.93901,21.64084,GALAXY
18.40452,18.32623,STAR
18.65024,18.55388,STAR
19.88434,20.11332,GALAXY
21.80238,21.07304,STAR
17.46689,17.12903,GALAXY
22.01634,21.78391,QSO
19.35912,18.68962,GALAXY
19.13132,18.65783,GALAXY
17.04478,16.86381,GALAXY
21.37259,21.81511,STAR
18.53052,18.14319,QSO
20.48712,19.81136,GALAXY
20.48028,20.2439,QSO
19.4843,19.03376,GALAXY
19.50069,19.01085,GALAXY
18.15643,17.78985,QSO
19.48772,18.97365,GALAXY
18.37602,18.04686,GALAXY
17.35892,17.23664,STAR
16.89854,16.49905,GALAXY
17.4031,17.00393,GALAXY
15.88146,15.86152,STAR
20.92462,21.05167,QSO
20.75404,20.95162,STAR
19.28986,18.97038,GALAXY
17.66678,17.23194,GALAXY
20.31219,20.41174,QSO
19.53907,19.62086,QSO
19.62063,19.58036,QSO
18.91794,18.82454,QSO
19.52027,18.88888,GALAXY
19.27971,19.09658,QSO
20.24952,20.34601,QSO
19.83016,19.23254,GALAXY
19.9429,19.71057,QSO
17.30323,16.90809,GALAXY
21.36869,20.81793,GALAXY
19.07129,18.99856,STAR
21.42361,20.67252,QSO
21.60813,22.30832,QSO
19.14803,18.6274,GALAXY
21.93545,20.67937,QSO
16.37715,16.02895,GALAXY
15.99505,15.67847,GALAXY
18.72535,18.35337,GALAXY
18.66551,18.18966,GALAXY
17.02023,16.82817,STAR
17.63505,17.30069,GALAXY
19.93832,19.50212,GALAXY
19.01337,18.81535,QSO
21.23501,22.24715,STAR
20.28487,19.76003,GALAXY
20.46218,19.80152,GALAXY
16.2727,15.92441,GALAXY
19.96952,19.41011,GALAXY
19.31981,18.79405,GALAXY
17.71553,17.48338,GALAXY
15.94878,16.17533,STAR
18.89914,18.74454,QSO
20.84408,20.61524,QSO
21.44778,21.1152,QSO
18.03782,17.66659,GALAXY
19.96146,19.85441,QSO
19.75003,19.745,QSO
20.97956,20.55768,STAR
21.89066,21.62555,QSO
17.77669,17.69887,STAR
17.55256,17.4918,STAR
18.03383,17.72163,GALAXY
18.88989,18.36456,GALAXY
19.7142,19.20561,GALAXY
21.53163,21.73816,GALAXY
16.70782,16.67879,STAR
14.68506,14.60084,STAR
18.21785,17.34598,STAR
20.60393,20.37821,STAR
16.52544,16.47569,STAR
19.74539,19.37299,GALAXY
21.10988,19.79174,GALAXY
19.98441,19.73798,GALAXY
19.57394,19.41103,GALAXY
22.24591,22.39086,STAR
17.25147,17.0154,GALAXY
16.62696,16.39301,GALAXY
19.57151,18.99122,GALAXY
19.67568,19.52494,QSO
21.53902,21.57145,STAR
21.31637,21.20621,QSO
20.78879,20.15772,QSO
19.17612,18.53715,QSO
22.63321,21.24143,GALAXY
16.17471,16.00187,STAR
15.35948,15.29032,STAR
18.07082,17.48538,STAR
19.73538,19.26324,GALAXY
21.112,20.93679,QSO
19.3874,19.44753,QSO
17.72072,17.36763,GALAXY
19.05383,19.08056,QSO
20.29275,19.71484,STAR
18.86983,18.39795,GALAXY
20.0973,19.50671,GALAXY
17.84339,17.85293,GALAXY
17.19567,16.85858,GALAXY
19.78356,18.99596,STAR
18.45626,18.08666,GALAXY
15.98518,15.7468,GALAXY
18.95819,18.81659,GALAXY
18.81759,18.4998,GALAXY
18.74206,18.72828,STAR
19.97399,19.77486,GALAXY
19.56946,19.21954,GALAXY
21.13831,20.75199,QSO
17.15772,16.83765,GALAXY
16.71797,16.34389,GALAXY
19.9443,19.44259,GALAXY
19.07723,18.52855,GALAXY
19.32137,18.83349,GALAXY
18.59441,18.08884,GALAXY
21.80738,20.75332,GALAXY
21.33,21.37728,GALAXY
19.67977,19.16739,GALAXY
21.56722,19.75554,STAR
20.36107,19.59926,STAR
20.11871,20.25082,QSO
18.67099,18.75332,STAR
20.83322,20.73899,QSO
20.22277,20.12324,QSO
20.16235,20.02399,QSO
17.09296,17.17889,STAR
20.63366,20.29313,GALAXY
21.00753,22.8269,QSO
19.58786,19.17718,GALAXY
21.32252,20.93143,GALAXY
16.09952,16.0709,STAR
19.54687,19.16489,GALAXY
15.55982,15.17818,GALAXY
20.02583,19.98941,QSO
18.36531,18.45086,STAR
19.60985,19.17579,GALAXY
19.80781,19.09603,GALAXY
21.97899,20.84889,GALAXY
20.25084,20.39905,STAR
21.15207,23.66659,QSO
21.68164,21.02872,QSO
20.3893,20.12677,QSO
18.02692,17.9503,STAR
20.21292,19.81861,QSO
21.40747,21.1781,STAR
20.23857,19.42752,GALAXY
19.75712,19.2342,GALAXY
20.52729,20.48414,QSO
19.5749,18.98413,GALAXY
15.12869,14.74909,STAR
18.3512,17.90784,GALAXY
19.17591,18.66076,GALAXY
20.67834,20.53725,GALAXY
20.74121,20.88692,QSO
19.19825,19.18893,QSO
18.69851,18.68486,STAR
21.0913,20.885,QSO
19.83176,20.00106,QSO
18.43423,18.20845,STAR
21.98235,21.62745,GALAXY
20.33872,20.1522,STAR
19.22366,18.66757,GALAXY
19.78516,19.29395,QSO
19.42983,18.61066,STAR
19.44148,18.89407,GALAXY
19.33178,18.7947,GALAXY
21.77333,21.7272,GALAXY
21.2732,20.94554,GALAXY
19.90345,19.26128,GALAXY
15.55887,15.33967,GALAXY
18.60746,18.25408,GALAXY
18.23052,17.81396,GALAXY
20.96218,20.71073,STAR
19.06571,18.89768,GALAXY
20.93188,20.80404,GALAXY
18.87323,18.8285,QSO
19.56736,19.27584,GALAXY
19.6036,18.96056,GALAXY
14.9332,14.88509,STAR
16.14315,15.85725,STAR
16.98831,16.9307,STAR
19.74061,19.23135,GALAXY
20.9108,20.13837,GALAXY
17.12356,16.76285,GALAXY
20.27078,20.42388,STAR
14.97115,14.61622,GALAXY
19.52151,19.53171,STAR
16.8807,16.77011,STAR
17.32586,17.16219,STAR
15.94538,15.69873,STAR
19.81318,19.61765,STAR
20.6452,20.62786,STAR
17.8873,17.59663,STAR
21.49624,21.10587,QSO
18.18269,17.7822,GALAXY
17.51021,17.38771,GALAXY
21.21336,20.89424,QSO
17.94742,17.55854,GALAXY
17.96658,17.91509,STAR
20.72639,19.73314,GALAXY
18.64519,18.17013,GALAXY
21.85554,22.23615,GALAXY
23.13209,22.5639,GALAXY
20.1792,20.30316,QSO
19.7872,19.11596,GALAXY
18.26921,17.89284,GALAXY
20.83679,21.09478,QSO
19.46773,18.83339,GALAXY
19.79218,19.30202,GALAXY
21.53088,20.54736,GALAXY
20.71726,21.21749,GALAXY
19.82455,19.35287,GALAXY
20.73783,19.7472,GALAXY
19.77362,19.33072,GALAXY
19.65093,19.18153,GALAXY
20.36136,20.17709,GALAXY
17.94898,17.88064,STAR
16.56331,16.54867,STAR
19.41638,19.32503,STAR
19.58396,19.5556,STAR
20.14637,19.40543,GALAXY
20.09184,19.53359,GALAXY
17.77281,17.3864,GALAXY
21.02798,20.5712,QSO
19.56784,19.0474,QSO
21.61119,20.77938,GALAXY
17.37786,17.3863,GALAXY
16.60681,16.25168,GALAXY
19.49035,19.1504,GALAXY
20.41338,19.76142,GALAXY
20.69592,20.80987,QSO
19.86939,19.83825,STAR
21.73886,22.38972,STAR
19.97599,19.68621,GALAXY
15.77817,15.46359,GALAXY
20.56631,20.09808,GALAXY
20.94554,20.79502,QSO
20.76862,20.7031,QSO
19.40238,18.8904,GALAXY
19.11273,18.69883,GALAXY
16.29397,16.06541,STAR
20.74478,20.52785,STAR
19.27933,18.79212,GALAXY
19.87685,19.43605,GALAXY
21.47188,21.51796,QSO
19.81273,19.38049,GALAXY
19.90447,19.6378,GALAXY
18.93667,18.53549,GALAXY
21.43148,21.67781,QSO
21.07711,20.92659,QSO
16.60154,16.57565,STAR
20.38568,19.69025,STAR
19.50534,19.01639,GALAXY
17.0006,16.86557,STAR
21.11998,21.03384,QSO
20.87771,20.91338,GALAXY
21.23624,20.84908,STAR
21.69843,21.58987,GALAXY
18.88394,18.63955,QSO
19.2629,18.66209,STAR
19.94874,19.52838,GALAXY
19.63161,19.2143,GALAXY
17.64455,17.32269,GALAXY
16.83594,16.48641,GALAXY
18.32597,17.89653,GALAXY
16.57557,16.32981,GALAXY
19.49993,19.13426,GALAXY
18.73062,18.35987,GALAXY
18.77622,18.54686,GALAXY
20.15441,20.17866,STAR
18.58899,18.27235,GALAXY
18.33856,18.35696,STAR
19.75745,19.20744,GALAXY
22.13571,22.36675,GALAXY
19.77235,19.71359,QSO
20.23407,19.38014,GALAXY
19.41543,19.03642,GALAXY
19.90446,19.40718,GALAXY
17.84909,17.51544,GALAXY
21.48166,21.63667,GALAXY
16.90585,16.87316,STAR
20.01039,19.93665,STAR
19.25635,18.82738,GALAXY
19.88532,19.90129,QSO
20.94989,21.07161,QSO
20.67383,20.82051,QSO
17.62926,17.50415,GALAXY
20.35175,18.51859,STAR
16.14853,15.90649,STAR
15.69454,15.39001,STAR
19.8326,19.41529,GALAXY
19.4721,19.1233,GALAXY
21.25474,21.3498,GALAXY
19.83092,19.48912,GALAXY
15.09791,14.74604,GALAXY
19.43058,19.20699,GALAXY
21.15328,21.19104,QSO
21.06323,21.28408,QSO
18.50556,18.45605,STAR
19.77368,19.19726,GALAXY
16.92442,16.54007,GALAXY
19.15944,18.44135,GALAXY
21.06309,20.34957,QSO
17.69102,17.78144,GALAXY
17.44851,17.27003,GALAXY
17.12112,16.9906,STAR
19.63933,19.41483,QSO
19.6252,19.19959,GALAXY
20.30273,20.21111,QSO
19.4953,19.67855,QSO
16.32302,16.19485,STAR
15.91156,15.68487,STAR
19.51335,19.14408,GALAXY
20.59738,20.23383,QSO
20.40104,20.62817,GALAXY
20.99065,21.0281,STAR
20.00011,19.90056,STAR
20.36592,19.66987,GALAXY
19.85522,19.48472,GALAXY
17.44149,17.09179,GALAXY
20.85747,20.05416,GALAXY
19.75899,19.2426,GALAXY
19.60025,19.47589,GALAXY
17.39885,17.33628,STAR
19.45836,18.97002,GALAXY
19.94329,19.39719,GALAXY
18.92195,18.53708,GALAXY
16.08988,16.00259,STAR
20.89413,20.53707,QSO
19.69274,19.68913,QSO
19.43393,18.82108,GALAXY
20.36125,19.66857,GALAXY
17.0274,16.69005,GALAXY
17.98855,17.68313,GALAXY
19.9456,19.43963,GALAXY
16.36299,16.15026,STAR
18.07446,17.76578,GALAXY
19.92966,19.31612,GALAXY
20.2487,19.59114,GALAXY
18.03456,17.64651,GALAXY
18.776,18.31603,GALAXY
18.81046,18.3457,GALAXY
20.26793,19.62411,GALAXY
19.49103,19.00501,GALAXY
20.41304,20.37896,STAR
21.58452,21.22707,QSO
19.74678,19.26523,GALAXY
20.54844,19.97342,QSO
19.82959,19.31787,GALAXY
20.06521,19.48742,GALAXY
20.93505,20.89288,QSO
18.76726,18.20716,STAR
17.78374,17.74932,STAR
16.37668,16.36897,STAR
19.98063,19.27542,GALAXY
19.81413,19.34566,GALAXY
18.69415,18.30793,GALAXY
21.18049,21.58057,GALAXY
21.81663,21.82838,QSO
19.32995,18.87323,GALAXY
19.37174,18.85473,GALAXY
20.48435,20.74772,QSO
20.96587,20.34768,STAR
16.74766,16.3667,GALAXY
15.15394,15.09148,STAR
21.4047,21.724,GALAXY
19.47391,18.9148,GALAXY
19.59191,19.23679,QSO
21.09432,20.56445,QSO
18.55115,18.23694,GALAXY
18.49571,18.0216,GALAXY
21.32928,20.96429,GALAXY
18.31438,17.92883,GALAXY
20.81585,20.77908,STAR
20.11466,20.20553,QSO
19.85621,19.18509,GALAXY
19.78018,19.42843,GALAXY
19.19054,18.64976,GALAXY
16.4661,16.25722,STAR
18.71909,18.53155,QSO
22.47866,22.33589,GALAXY
19.35654,18.81791,GALAXY
18.72114,18.53836,GALAXY
19.81489,19.90369,STAR
18.7151,18.23656,GALAXY
19.99851,19.67203,QSO
20.50573,20.28837,QSO
20.83071,20.6707,GALAXY
20.09332,19.93753,QSO
17.52313,17.35993,GALAXY
20.04564,19.76963,QSO
18.16051,18.10758,STAR
19.43851,19.17721,GALAXY
19.7593,19.103,GALAXY
21.18532,21.11163,QSO
19.65296,19.36604,GALAXY
18.85975,18.49542,GALAXY
16.2419,15.87311,GALAXY
19.97423,19.77961,STAR
19.56343,19.39049,GALAXY
20.87726,19.9766,GALAXY
19.14258,18.58776,GALAXY
19.70674,19.19401,GALAXY
20.71388,20.62558,QSO
18.52282,18.09433,GALAXY
16.6143,16.31032,STAR
19.85484,19.77649,STAR
21.84071,21.43554,QSO
19.64805,19.19163,GALAXY
17.40602,17.34567,STAR
20.86942,21.4188,GALAXY
20.0278,19.75881,QSO
16.23873,15.81425,GALAXY
19.1691,18.05371,STAR
19.99758,20.20233,QSO
19.85188,19.68954,GALAXY
19.35567,18.99463,GALAXY
20.26644,19.43657,STAR
19.37386,18.91212,GALAXY
17.46107,17.14354,GALAXY
18.45744,18.33805,STAR
20.00159,19.65217,GALAXY
19.45328,18.8904,GALAXY
20.73056,20.58759,QSO
17.63053,17.55594,STAR
19.54528,19.17426,GALAXY
21.96863,21.48888,QSO
18.90333,18.60555,GALAXY
18.17108,17.96103,GALAXY
17.07973,16.7754,GALAXY
17.43116,16.40561,STAR
19.98711,19.4614,GALAXY
20.98105,20.91587,QSO
20.29143,19.47706,GALAXY
19.61627,19.11611,GALAXY
20.75916,19.64268,STAR
18.4004,18.39968,STAR
18.49354,18.37691,STAR
19.1894,21.20591,GALAXY
19.70577,19.08148,GALAXY
18.57361,18.13945,GALAXY
15.08307,14.73853,GALAXY
17.31062,17.29527,STAR
18.51695,17.71222,STAR
20.46993,20.02521,GALAXY
17.23635,17.03649,GALAXY
16.37497,16.05876,GALAXY
20.51105,20.30057,STAR
19.52171,19.1844,STAR
15.9064,15.53475,GALAXY
19.50872,18.86853,GALAXY
17.71434,17.61339,STAR
17.69923,17.5963,STAR
19.47369,19.13243,GALAXY
21.55102,21.90092,GALAXY
21.42329,21.60909,QSO
17.71359,16.85739,STAR
17.14411,16.90817,GALAXY
21.55806,21.61695,GALAXY
17.53547,17.19679,GALAXY
19.63633,19.35139,GALAXY
18.40655,18.29732,STAR
16.00043,15.88759,STAR
18.6356,18.12953,GALAXY
19.33152,18.93166,GALAXY
18.76631,18.4123,GALAXY
21.39548,21.45318,QSO
19.05698,18.63785,QSO
19.70043,19.05308,GALAXY
18.38946,17.90432,GALAXY
18.31157,17.96717,GALAXY
20.83374,20.47173,QSO
19.01708,18.97377,STAR
16.9838,16.90048,STAR
20.40601,20.03505,QSO
20.41974,20.57564,STAR
20.18823,19.41674,GALAXY
20.36188,19.68015,GALAXY
20.5016,19.56465,STAR
16.66896,16.5708,STAR
21.44589,22.17026,GALAXY
18.97875,18.47886,GALAXY
20.47615,20.24839,QSO
20.29164,20.46642,STAR
21.38116,21.49035,QSO
20.0761,19.30492,GALAXY
18.12386,18.18786,STAR
20.78132,20.01749,GALAXY
19.75205,19.53559,GALAXY
18.93001,18.43266,GALAXY
18.01882,17.52131,GALAXY
19.35801,19.03774,GALAXY
16.80144,16.7521,STAR
15.49124,15.37473,STAR
17.1472,16.80353,GALAXY
20.88458,20.79568,QSO
21.49635,21.24642,GALAXY
19.91629,19.7821,GALAXY
21.83113,21.43224,QSO
20.3759,20.23777,QSO
20.74551,20.91785,QSO
20.53469,20.33474,QSO
16.47637,16.49688,STAR
19.33775,19.06924,GALAXY
19.7998,19.15874,GALAXY
17.46191,17.08961,GALAXY
19.98944,19.68526,QSO
20.78353,20.54853,QSO
20.72911,19.86337,GALAXY
20.10641,19.66975,GALAXY
20.71213,20.68223,STAR
19.44622,19.42142,GALAXY
18.29609,18.23801,STAR
19.65475,19.31572,GALAXY
18.85179,18.4329,GALAXY
17.0267,16.57753,GALAXY
21.25179,20.87217,GALAXY
19.92755,19.37546,GALAXY
17.60609,17.28957,GALAXY
21.27908,20.89541,QSO
20.37016,20.43546,STAR
17.94768,17.85114,QSO
18.66156,18.11464,GALAXY
19.72295,19.51829,QSO
13.86026,13.53193,GALAXY
19.3208,19.03336,GALAXY
20.13837,19.9635,STAR
18.22327,17.76267,GALAXY
20.37405,19.71102,GALAXY
21.86764,22.80042,GALAXY
19.57136,19.09692,GALAXY
20.11139,19.61305,GALAXY
20.03767,20.00944,QSO
21.99727,21.91767,QSO
18.21846,17.89188,STAR
16.23536,15.90261,GALAXY
16.89758,16.7015,GALAXY
18.52605,18.23045,GALAXY
17.34435,17.14336,GALAXY
20.94997,20.40756,QSO
19.39682,18.88207,GALAXY
19.29978,18.92862,GALAXY
16.29927,16.18342,STAR
17.09241,16.97144,STAR
17.93896,17.84561,STAR
20.27209,20.3339,QSO
16.70369,16.61907,STAR
16.69232,16.62156,STAR
15.43582,15.39193,STAR
14.72068,14.6154,STAR
21.35067,20.61959,QSO
19.73471,19.72346,STAR
19.48894,19.4327,QSO
20.61205,19.76724,GALAXY
20.8586,20.74555,STAR
18.01823,17.49766,GALAXY
20.63643,19.94982,GALAXY
20.80748,19.79633,GALAXY
18.78874,18.27215,GALAXY
20.80238,20.61131,STAR
17.3037,16.78134,STAR
21.00117,20.74825,STAR
21.51215,20.92568,QSO
17.20479,17.02508,GALAXY
14.71397,14.37292,GALAXY
16.65408,16.27443,GALAXY
16.9142,16.57979,GALAXY
16.5944,16.22344,GALAXY
20.54673,20.2542,QSO
17.08335,17.07028,STAR
17.3112,16.98928,GALAXY
20.87072,20.97612,STAR
20.61911,20.80558,QSO
18.55692,18.41849,GALAXY
20.04496,19.7208,QSO
20.18643,20.1578,QSO
17.32168,16.99102,GALAXY
16.80991,16.52897,GALAXY
18.66164,18.31185,GALAXY
20.12391,19.61326,GALAXY
20.86902,19.76596,GALAXY
19.65818,19.56906,QSO
18.3924,17.99914,GALAXY
19.35478,18.88008,GALAXY
20.00261,19.4557,GALAXY
20.20491,21.25495,QSO
21.79696,21.45975,GALAXY
17.33303,17.22092,GALAXY
20.82379,20.46856,GALAXY
19.95107,20.30549,QSO
18.76888,18.37518,GALAXY
19.31549,19.08745,GALAXY
20.10687,22.82691,STAR
19.29161,18.99923,GALAXY
19.34164,19.46593,QSO
17.52639,17.25626,GALAXY
21.30777,21.42669,STAR
15.92646,15.80014,STAR
21.90424,22.07615,GALAXY
16.87947,16.80449,STAR
17.10253,17.009,STAR
18.27945,18.21237,GALAXY
19.24693,18.95914,QSO
16.91301,16.70918,GALAXY
20.76064,19.78422,GALAXY
16.34795,16.01019,GALAXY
18.68085,18.26121,GALAXY
19.89041,19.46415,GALAXY
19.54066,19.35372,GALAXY
17.15139,16.65825,STAR
20.53692,20.39782,QSO
19.96959,19.45757,GALAXY
19.08393,19.02754,STAR
16.13132,15.93327,STAR
20.31236,19.74027,GALAXY
19.82343,19.31971,GALAXY
20.10929,19.45525,GALAXY
18.32176,18.18866,STAR
16.63644,16.52017,STAR
18.63919,18.03883,GALAXY
19.32304,18.69328,GALAXY
20.94892,21.23166,QSO
20.98522,21.0294,QSO
20.9325,20.82535,QSO
17.49533,17.4045,STAR
20.64367,20.1796,QSO
18.69988,18.75718,STAR
20.09106,19.71865,QSO
20.64858,19.93088,GALAXY
21.16116,20.87084,QSO
